id,date,amount,card,id_merchant
347,2018-02-20 10:58:30,4.6,213193946980303,66
1978,2018-02-20 13:01:42,4.35,4539990688484983,22
3166,2018-02-20 17:03:54,20.88,584226564303,106
2174,2018-02-20 20:28:14,3.82,584226564303,87
1082,2018-02-20 22:07:53,11.17,3561954487988605,70
675,2018-02-21 00:25:34,2.81,4506405265172173,105
3496,2018-02-21 00:28:54,2.08,4962915017023706562,85
1114,2018-02-21 03:19:03,10.71,30142966699187,118
3398,2018-02-21 05:56:41,2.88,30142966699187,9
2861,2018-02-21 08:21:10,18.98,4268491956169254,23
864,2018-02-21 11:46:38,3.38,4165305432349489280,77
2469,2018-02-21 12:56:11,15.62,4962915017023706562,142
2934,2018-02-21 13:21:13,15.78,4761049645711555811,5
22,2018-02-21 17:59:47,3.8,4268491956169254,120
3432,2018-02-21 20:23:38,2.31,344119623920892,90
2295,2018-02-21 20:40:26,5.2,4962915017023706562,30
1213,2018-02-21 22:24:02,10.07,584226564303,68
1137,2018-02-21 23:56:07,10.67,3561954487988605,77
1324,2018-02-22 01:15:43,12.35,3517111172421930,122
2214,2018-02-22 05:56:02,3.54,4279104135293225293,82
2952,2018-02-22 06:40:21,19.58,3561072557118696,121
1818,2018-02-22 07:59:29,11.64,3581345943543942,41
520,2018-02-22 17:56:10,7.34,180098539019105,146
623,2018-02-22 17:59:19,0.93,4681896441519,93
1483,2018-02-22 22:15:06,11.11,4276466390111,132
3447,2018-02-23 00:41:12,3.12,5570600642865857,10
3396,2018-02-23 10:13:27,1.26,4319653513507,26
3431,2018-02-23 10:46:28,2.48,3561954487988605,112
714,2018-02-23 12:26:19,2.63,4319653513507,44
312,2018-02-23 13:04:55,6.96,4866761290278198714,23
1929,2018-02-23 13:05:54,4.08,4644008655884311378,78
850,2018-02-23 14:39:43,0.73,4539990688484983,68
1141,2018-02-23 18:49:22,11.01,372414832802279,22
2596,2018-02-23 18:53:29,17.17,4150721559116778,51
1939,2018-02-23 20:00:01,3.26,5175947111814778,50
3204,2018-02-24 00:03:28,16.59,4834483169177062,64
624,2018-02-24 02:18:56,1.13,501879657465,145
1298,2018-02-24 04:59:23,11.36,4279104135293225293,45
666,2018-02-24 07:59:19,2.9,5570600642865857,139
2227,2018-02-24 11:53:11,1.13,503842928916,134
1533,2018-02-24 13:57:21,10.18,501809222273,124
605,2018-02-24 14:48:28,3.4,4743204091443101526,102
974,2018-02-24 19:19:15,10.16,4279104135293225293,2
630,2018-02-24 19:20:58,3.92,4150721559116778,82
1309,2018-02-25 00:52:31,12.07,5297187379298983,85
1945,2018-02-25 01:59:45,3.83,5297187379298983,25
3370,2018-02-25 02:33:57,2.7,4268491956169254,37
1356,2018-02-25 07:37:03,11.68,5135837688671496,107
3007,2018-02-25 07:55:21,18.14,3535651398328201,43
3100,2018-02-25 08:23:37,15.1,4834483169177062,138
3371,2018-02-25 08:52:38,2.55,3561072557118696,20
3154,2018-02-25 09:36:59,18.32,4539990688484983,75
2547,2018-02-25 10:00:33,18.03,4165305432349489280,61
1760,2018-02-25 11:23:34,10.49,3517111172421930,127
2112,2018-02-25 13:40:42,2.92,30063281385429,43
2559,2018-02-25 16:09:42,14.91,4188164051171486,58
2631,2018-02-25 16:54:01,18.53,4165305432349489280,91
3400,2018-02-25 17:30:07,2.85,4743204091443101526,113
708,2018-02-26 01:52:16,1.01,675911140852,81
1272,2018-02-26 03:00:54,10.35,5297187379298983,87
3349,2018-02-26 03:29:02,2.14,4276466390111,119
2402,2018-02-26 03:56:40,2.38,3517111172421930,81
492,2018-02-26 07:25:47,7.23,376027549341849,66
2842,2018-02-26 07:31:20,13.46,4586962917519654607,21
3207,2018-02-26 09:57:26,17.87,4723783028106084756,4
1796,2018-02-26 10:39:29,10.21,3561954487988605,52
52,2018-02-27 00:02:20,7.11,376027549341849,88
3008,2018-02-27 01:20:09,19.67,4268491956169254,95
17,2018-02-27 05:09:28,6.35,4644008655884311378,2
2003,2018-02-27 06:33:42,5.3,503842928916,102
2836,2018-02-27 08:27:00,18.52,675911140852,6
5,2018-02-27 09:20:29,6.03,4150721559116778,18
144,2018-02-27 12:53:43,11.36,501809222273,136
1842,2018-02-27 15:27:32,1145.0,3581345943543942,33
924,2018-02-28 00:50:21,10.21,3517111172421930,56
751,2018-02-28 02:06:08,0.91,372414832802279,79
625,2018-02-28 04:36:28,1.41,3535651398328201,101
138,2018-02-28 09:00:15,6.16,4539990688484983,2
2183,2018-02-28 09:13:38,2.59,4962915017023706562,139
3394,2018-02-28 13:56:12,1.18,372414832802279,28
1216,2018-03-01 03:52:18,11.34,5500708021555307,126
2424,2018-03-01 10:05:17,4.47,213193946980303,148
455,2018-03-01 15:32:22,10.46,5570600642865857,120
223,2018-03-01 18:42:20,6.13,501879657465,22
2644,2018-03-01 20:03:47,15.53,3582198969197591,39
1005,2018-03-01 21:29:05,1119.0,30078299053512,19
2572,2018-03-01 23:00:57,12.65,5361779664174555,135
433,2018-03-01 23:17:42,9.26,5500708021555307,121
2799,2018-03-01 23:38:12,20.22,4027907156459098,72
2321,2018-03-02 02:48:43,3.12,6011987562414062,127
101,2018-03-02 03:35:56,4.4,30078299053512,111
2277,2018-03-02 06:42:40,1.49,501879657465,126
1791,2018-03-02 09:24:52,10.56,4834483169177062,124
2325,2018-03-02 11:05:27,1.92,213193946980303,44
3336,2018-03-02 11:42:48,1.37,5135837688671496,63
366,2018-03-02 12:56:48,6.25,213193946980303,67
3001,2018-03-02 12:57:18,16.54,5297187379298983,31
2232,2018-03-02 13:14:30,1.1,30063281385429,76
1315,2018-03-02 17:30:33,10.19,5297187379298983,68
547,2018-03-02 17:44:08,2.05,584226564303,19
992,2018-03-02 18:37:24,10.02,5500708021555307,88
3118,2018-03-02 18:53:41,15.95,30078299053512,72
3420,2018-03-02 19:34:07,1.77,4711773125020499,23
1397,2018-03-02 19:40:34,10.06,6011987562414062,19
1150,2018-03-02 23:23:52,12.42,4319653513507,65
251,2018-03-03 02:05:51,3.49,3517111172421930,88
3357,2018-03-03 02:17:54,2.85,30142966699187,138
2524,2018-03-03 05:07:39,18.03,180098539019105,111
3238,2018-03-03 08:42:02,19.5,4681896441519,23
2394,2018-03-03 11:05:28,5.34,4268491956169254,1
667,2018-03-03 11:08:50,3.69,5361779664174555,126
3319,2018-03-03 13:04:51,18.44,4276466390111,90
1835,2018-03-03 14:02:41,10.28,30078299053512,37
1663,2018-03-03 14:14:15,11.32,30142966699187,84
3090,2018-03-03 18:45:59,17.94,4498002758300,130
1342,2018-03-04 00:52:49,10.85,4834483169177062,48
3136,2018-03-04 03:56:11,15.4,4741042733274,67
2413,2018-03-04 04:38:49,2.02,4268491956169254,12
622,2018-03-04 06:20:22,3.07,5500708021555307,81
332,2018-03-04 07:04:06,2.23,5135837688671496,48
420,2018-03-04 10:13:36,4.53,213193946980303,116
2155,2018-03-04 12:58:48,1.94,584226564303,117
70,2018-03-04 13:32:00,5.7,30181963913340,150
2789,2018-03-04 15:50:53,1534.0,30181963913340,118
827,2018-03-04 17:41:10,2.98,5500708021555307,141
787,2018-03-04 19:14:58,3.42,5175947111814778,129
1494,2018-03-04 20:41:27,12.29,4159836738768855913,99
610,2018-03-04 20:48:10,1.13,376027549341849,109
1211,2018-03-04 22:35:20,11.32,4644008655884311378,100
2050,2018-03-04 23:28:50,3.64,584226564303,79
3025,2018-03-05 00:15:21,15.73,584226564303,31
304,2018-03-05 05:48:41,5.98,4743204091443101526,75
2464,2018-03-05 06:18:35,15.48,4681896441519,85
2246,2018-03-05 06:58:53,2.05,4539990688484983,116
2486,2018-03-05 07:34:15,16.58,4319653513507,135
2451,2018-03-05 08:26:08,1617.0000000000002,5570600642865857,4
2928,2018-03-05 10:19:07,19.69,4276466390111,139
508,2018-03-05 11:06:17,5.01,30063281385429,51
580,2018-03-05 11:39:50,3.19,4263694062533017,111
3403,2018-03-05 12:32:16,1.68,4268491956169254,43
2327,2018-03-05 14:58:09,4.54,4150721559116778,39
2856,2018-03-05 15:43:47,17.06,4866761290278198714,142
2172,2018-03-06 02:12:47,3.83,4539990688484983,120
1448,2018-03-06 03:48:18,10.94,4188164051171486,66
219,2018-03-06 04:01:25,4.1,4866761290278198714,127
2005,2018-03-06 05:30:11,5.57,3561072557118696,37
2840,2018-03-06 07:18:09,1334.0,4319653513507,87
2602,2018-03-06 11:34:55,17.3,6500236164848279,66
438,2018-03-06 12:39:14,5.62,3535651398328201,46
2750,2018-03-06 13:24:44,18.8,4188164051171486,132
1903,2018-03-06 16:09:53,10.82,344119623920892,65
1030,2018-03-06 20:15:28,12.6,4279104135293225293,59
1611,2018-03-07 00:05:21,12.92,344119623920892,126
2911,2018-03-07 02:46:57,15.55,503842928916,77
1773,2018-03-07 02:52:30,10.92,503842928916,54
185,2018-03-07 03:03:21,6.46,5500708021555307,118
2368,2018-03-07 04:00:16,1.41,180098539019105,50
1918,2018-03-07 05:49:44,12.91,4711773125020499,140
353,2018-03-07 09:22:27,3.97,4159836738768855913,146
746,2018-03-07 16:45:37,2.88,4319653513507,84
283,2018-03-07 17:14:46,4.77,4268491956169254,101
2027,2018-03-07 18:43:44,1.26,3561954487988605,115
1276,2018-03-07 19:07:30,10.18,4498002758300,117
1133,2018-03-07 19:14:00,10.37,4498002758300,45
1406,2018-03-07 22:35:31,11.16,501879657465,117
2013,2018-03-08 00:32:59,4.89,6500236164848279,114
1023,2018-03-08 04:08:16,10.21,501879657465,32
3428,2018-03-08 07:46:00,1.37,5175947111814778,48
1771,2018-03-08 09:02:09,10.84,4711773125020499,61
1999,2018-03-08 09:47:40,2.99,5297187379298983,110
73,2018-03-08 15:38:27,8.19,4027907156459098,118
1582,2018-03-08 16:31:22,11.22,4165305432349489280,134
641,2018-03-08 17:36:48,3.23,503842928916,150
2239,2018-03-08 18:56:27,1.32,4586962917519654607,44
2573,2018-03-08 20:11:49,20.71,30063281385429,19
2620,2018-03-08 20:28:05,18.21,4586962917519654607,101
3097,2018-03-09 00:13:59,18.11,6011987562414062,70
2030,2018-03-09 00:31:16,3.63,3517111172421930,5
2226,2018-03-09 02:18:29,3.67,4681896441519,85
2117,2018-03-09 03:31:09,5.02,4506405265172173,66
2205,2018-03-09 03:59:06,2.04,372414832802279,108
38,2018-03-09 04:51:38,389.0,3581345943543942,76
1866,2018-03-09 05:28:06,11.77,4027907156459098,126
3176,2018-03-09 05:47:19,12.15,344119623920892,99
2449,2018-03-09 11:21:07,5.45,30142966699187,117
3197,2018-03-09 11:41:54,15.72,501809222273,68
463,2018-03-09 12:18:16,8.63,4741042733274,28
995,2018-03-09 13:47:25,10.18,4506405265172173,103
1032,2018-03-09 13:55:45,10.72,30078299053512,26
2609,2018-03-09 14:53:23,16.07,3517111172421930,117
1429,2018-03-09 14:55:31,10.54,4834483169177062,60
1149,2018-03-09 16:30:56,10.92,4962915017023706562,65
2822,2018-03-09 23:28:44,16.38,213193946980303,38
1366,2018-03-09 23:41:26,11.7,3561954487988605,2
290,2018-03-10 00:20:50,8.15,5570600642865857,44
269,2018-03-10 00:47:29,8.45,4586962917519654607,5
472,2018-03-10 02:22:01,5.09,4159836738768855913,135
1699,2018-03-10 03:53:17,10.86,30181963913340,97
586,2018-03-10 05:41:14,1.68,5175947111814778,69
373,2018-03-10 06:05:39,4.69,4159836738768855913,92
929,2018-03-10 08:52:09,13.53,675911140852,109
2270,2018-03-10 13:05:20,4.65,30063281385429,130
201,2018-03-10 13:26:19,6.79,4498002758300,115
2323,2018-03-10 19:52:29,4.13,675911140852,64
575,2018-03-10 23:00:35,0.76,3517111172421930,2
2863,2018-03-10 23:42:01,18.88,4276466390111,14
3081,2018-03-11 00:57:07,18.36,5570600642865857,48
960,2018-03-11 03:59:13,10.78,213193946980303,98
1646,2018-03-11 04:02:13,10.13,5361779664174555,145
1036,2018-03-11 04:40:09,12.67,4962915017023706562,9
1203,2018-03-11 09:33:38,10.08,4866761290278198714,34
1467,2018-03-11 11:44:49,10.2,3517111172421930,49
925,2018-03-11 15:47:35,10.79,180098539019105,142
418,2018-03-11 17:34:44,7.19,5570600642865857,109
3267,2018-03-11 19:37:02,13.57,4319653513507,70
1263,2018-03-11 21:52:20,10.4,4276466390111,39
3438,2018-03-11 22:09:12,3.35,30063281385429,78
3268,2018-03-11 22:39:53,18.05,3535651398328201,38
2610,2018-03-12 00:44:01,1530.0,501879657465,20
1566,2018-03-12 01:00:24,10.1,372414832802279,89
2682,2018-03-12 04:06:40,15.13,5361779664174555,143
2081,2018-03-12 05:07:34,3.79,675911140852,77
2749,2018-03-12 05:29:57,22.49,6011987562414062,147
1242,2018-03-12 06:01:02,10.69,4276466390111,73
3273,2018-03-12 06:23:31,17.37,6500236164848279,50
1194,2018-03-12 08:57:11,11.55,5175947111814778,88
2021,2018-03-12 09:08:18,1.65,372414832802279,13
2990,2018-03-12 13:06:35,20.53,4711773125020499,42
3314,2018-03-12 14:09:43,20.52,5135837688671496,135
2009,2018-03-12 17:16:34,3.08,372414832802279,76
1785,2018-03-12 19:29:00,10.14,213193946980303,143
807,2018-03-12 20:04:21,2.41,180098539019105,60
3368,2018-03-12 21:31:02,1.62,501809222273,70
1470,2018-03-12 22:14:04,10.84,4150721559116778,21
2287,2018-03-13 01:03:47,2.69,376027549341849,98
731,2018-03-13 03:50:55,2.97,3517111172421930,144
966,2018-03-13 10:35:49,10.0,5500708021555307,63
2358,2018-03-13 11:42:46,1.88,4723783028106084756,28
2615,2018-03-13 18:40:48,15.06,213193946980303,119
1064,2018-03-13 20:05:06,10.46,344119623920892,5
3413,2018-03-13 22:45:15,2.76,4586962917519654607,83
1576,2018-03-14 13:39:02,11.33,4761049645711555811,143
2254,2018-03-14 16:12:53,5.16,4723783028106084756,128
3383,2018-03-14 16:32:44,3.1,4741042733274,75
999,2018-03-14 18:42:06,10.39,5175947111814778,107
1864,2018-03-14 20:45:55,11.79,30181963913340,13
2790,2018-03-14 21:33:29,18.35,501809222273,102
1573,2018-03-14 22:20:54,10.02,6011987562414062,18
33,2018-03-14 23:24:08,7.22,4268491956169254,142
1503,2018-03-15 01:47:05,10.18,584226564303,128
164,2018-03-15 03:52:08,3.64,4681896441519,106
2018,2018-03-15 06:35:54,4.09,4268491956169254,126
2883,2018-03-15 06:41:30,15.24,675911140852,33
1258,2018-03-15 07:30:36,11.12,213193946980303,87
2532,2018-03-15 10:11:12,18.01,4962915017023706562,134
926,2018-03-15 13:06:10,10.9,6011987562414062,141
2410,2018-03-15 18:24:19,3.2,4159836738768855913,126
2293,2018-03-16 01:07:59,2.29,4506405265172173,104
2388,2018-03-16 02:04:54,4.2,372414832802279,54
271,2018-03-16 04:29:47,3.02,4962915017023706562,10
653,2018-03-16 04:32:53,2.7,4188164051171486,113
235,2018-03-16 05:07:18,6.45,4681896441519,74
2090,2018-03-16 06:18:36,2.57,4279104135293225293,147
2297,2018-03-16 10:19:31,1.97,376027549341849,87
1769,2018-03-16 13:00:13,10.09,30078299053512,68
62,2018-03-16 16:57:27,5.59,4276466390111,24
361,2018-03-16 21:30:32,9.72,5570600642865857,98
2236,2018-03-16 21:38:11,4.09,5175947111814778,40
141,2018-03-17 00:58:15,2.73,4188164051171486,34
826,2018-03-17 01:16:34,3.14,4681896441519,120
1255,2018-03-17 08:07:52,10.36,30142966699187,44
1958,2018-03-17 10:10:48,3.45,4741042733274,93
2136,2018-03-17 14:17:13,5.33,3535651398328201,28
2679,2018-03-17 16:30:11,17.59,5175947111814778,145
2062,2018-03-17 16:30:43,5.22,213193946980303,8
2053,2018-03-17 18:22:07,2.56,4319653513507,77
1433,2018-03-17 21:08:36,13.27,4761049645711555811,76
1013,2018-03-17 21:41:05,12.21,4711773125020499,134
1390,2018-03-18 01:20:51,12.13,6500236164848279,4
1911,2018-03-18 07:23:02,10.47,503842928916,51
1972,2018-03-18 11:51:52,4.07,501879657465,24
2684,2018-03-18 12:29:39,18.28,372414832802279,89
1225,2018-03-18 14:23:07,10.49,4723783028106084756,27
2335,2018-03-18 17:59:35,3.09,4150721559116778,51
1074,2018-03-18 18:55:28,11.22,4866761290278198714,79
3156,2018-03-18 19:02:13,18.27,4276466390111,76
83,2018-03-18 19:05:54,2.94,6011987562414062,97
3429,2018-03-18 20:00:59,1.56,5361779664174555,71
2487,2018-03-18 21:22:08,16.72,4741042733274,50
3189,2018-03-18 22:43:09,20.38,4279104135293225293,56
2223,2018-03-18 23:29:47,1.56,4711773125020499,133
1532,2018-03-19 05:14:37,10.17,5297187379298983,32
747,2018-03-19 05:53:26,0.92,344119623920892,47
157,2018-03-19 08:40:24,10.26,376027549341849,33
2899,2018-03-19 16:35:31,14.85,4159836738768855913,125
2811,2018-03-19 19:55:24,18.84,503842928916,34
2519,2018-03-19 21:18:57,15.28,4834483169177062,20
1175,2018-03-19 22:03:42,11.17,5500708021555307,91
1063,2018-03-19 22:28:56,10.31,3517111172421930,56
2877,2018-03-19 22:56:11,15.0,5500708021555307,21
1568,2018-03-19 23:50:08,11.05,4279104135293225293,36
3266,2018-03-20 02:31:55,18.14,4498002758300,52
2535,2018-03-20 05:05:50,17.0,180098539019105,6
1518,2018-03-20 06:01:25,10.15,675911140852,117
3410,2018-03-20 08:58:40,2.06,4276466390111,130
236,2018-03-20 10:19:25,852.0,501879657465,35
916,2018-03-20 12:58:34,12.16,4723783028106084756,109
1821,2018-03-20 13:05:54,1011.0,30142966699187,141
3003,2018-03-20 15:18:33,18.41,5361779664174555,139
1127,2018-03-20 15:47:33,11.54,4506405265172173,53
3407,2018-03-20 17:15:15,1.64,4866761290278198714,60
2056,2018-03-21 01:10:18,3.2,4711773125020499,100
1207,2018-03-21 04:04:04,10.54,3516952396080247,107
552,2018-03-21 08:07:16,1.77,5570600642865857,51
2966,2018-03-21 10:17:56,18.18,501809222273,79
2707,2018-03-21 14:26:38,16.19,180098539019105,12
1905,2018-03-21 16:22:37,11.7,503842928916,12
79,2018-03-21 17:16:06,7.24,4681896441519,137
2502,2018-03-21 18:06:25,16.71,4741042733274,90
2985,2018-03-21 20:15:49,16.3,4644008655884311378,124
2916,2018-03-21 21:49:48,15.95,4268491956169254,145
107,2018-03-22 00:52:06,5.39,4644008655884311378,138
1971,2018-03-22 08:20:15,4.98,4165305432349489280,49
288,2018-03-22 10:13:54,6.82,4866761290278198714,112
1344,2018-03-22 10:34:09,10.45,3561954487988605,33
2853,2018-03-22 11:56:50,18.3,3517111172421930,35
1407,2018-03-22 13:13:49,11.2,4743204091443101526,76
601,2018-03-22 13:35:24,2.3,4681896441519,55
3188,2018-03-22 14:16:15,13.88,30063281385429,19
945,2018-03-22 23:42:48,11.36,6011987562414062,59
694,2018-03-23 07:13:23,1.46,376027549341849,121
541,2018-03-23 07:49:52,2.79,376027549341849,41
2907,2018-03-23 09:31:49,14.26,503842928916,43
1161,2018-03-23 12:13:43,11.46,4681896441519,99
1886,2018-03-23 15:04:43,10.45,213193946980303,120
2849,2018-03-23 17:23:57,18.88,5135837688671496,136
2292,2018-03-23 18:20:40,3.41,30078299053512,8
3379,2018-03-24 00:51:57,3.08,4743204091443101526,87
2965,2018-03-24 01:13:41,15.83,5135837688671496,133
950,2018-03-24 02:22:57,11.11,4761049645711555811,137
1474,2018-03-24 04:51:58,10.04,4681896441519,149
1587,2018-03-24 09:19:46,12.34,5500708021555307,42
1804,2018-03-24 11:29:42,11.94,3561072557118696,80
1709,2018-03-24 12:10:08,10.14,4741042733274,114
3104,2018-03-24 13:54:41,18.64,4723783028106084756,14
1375,2018-03-24 14:58:56,10.91,6500236164848279,104
2626,2018-03-24 17:21:08,18.1,5570600642865857,64
3485,2018-03-24 18:16:00,1.81,4027907156459098,119
1297,2018-03-24 22:30:49,10.15,6011987562414062,83
1784,2018-03-24 22:45:14,10.78,180098539019105,44
2548,2018-03-25 00:54:15,15.48,5361779664174555,107
27,2018-03-25 05:17:49,6.7,4586962917519654607,95
46,2018-03-25 08:27:43,5.17,30078299053512,19
1116,2018-03-25 12:33:24,11.05,376027549341849,89
2037,2018-03-25 13:07:44,2.62,4188164051171486,65
2648,2018-03-25 13:31:56,19.6,344119623920892,93
1922,2018-03-25 15:00:40,12.27,4711773125020499,108
1118,2018-03-25 15:27:30,11.38,5361779664174555,139
1317,2018-03-25 17:32:11,11.37,4506405265172173,36
1993,2018-03-25 19:05:08,4.57,3561954487988605,137
566,2018-03-26 02:44:07,3.11,4506405265172173,60
2385,2018-03-26 05:08:48,4.43,4263694062533017,97
1620,2018-03-26 07:41:59,1009.0,30181963913340,111
2895,2018-03-26 08:08:27,19.34,5500708021555307,96
204,2018-03-26 08:14:09,6.2,501809222273,45
529,2018-03-26 12:28:38,2.16,376027549341849,53
1447,2018-03-26 18:39:32,10.27,4834483169177062,16
2139,2018-03-26 22:58:10,2.85,4962915017023706562,75
951,2018-03-27 02:40:54,13.77,4263694062533017,48
766,2018-03-27 07:04:02,0.78,4268491956169254,48
1215,2018-03-27 12:20:26,11.01,30078299053512,95
2865,2018-03-27 17:52:28,17.38,30142966699187,43
2453,2018-03-27 18:10:00,15.79,5297187379298983,30
583,2018-03-27 19:33:15,2.55,5500708021555307,23
1936,2018-03-27 21:24:13,4.39,4165305432349489280,92
1989,2018-03-28 04:11:22,3.05,5297187379298983,70
2953,2018-03-28 05:30:09,19.55,30142966699187,23
2570,2018-03-28 07:36:02,16.36,4165305432349489280,67
3405,2018-03-28 11:15:53,2.45,4159836738768855913,24
1711,2018-03-28 13:00:17,11.63,3561072557118696,35
2792,2018-03-28 14:44:02,18.68,30142966699187,149
3151,2018-03-28 14:52:41,16.68,4539990688484983,119
2496,2018-03-28 19:25:33,14.22,4150721559116778,46
1810,2018-03-28 23:13:53,10.92,3517111172421930,82
1387,2018-03-28 23:56:44,10.46,4962915017023706562,26
3347,2018-03-29 00:33:24,1.41,584226564303,2
478,2018-03-29 06:38:59,5.39,5361779664174555,3
154,2018-03-29 11:42:05,6.57,3581345943543942,150
2642,2018-03-29 13:21:16,16.07,4711773125020499,74
576,2018-03-29 14:43:30,1.46,4276466390111,138
1734,2018-03-29 17:18:07,10.59,4711773125020499,83
3364,2018-03-29 18:31:14,3.21,376027549341849,149
752,2018-03-29 18:33:39,2.53,344119623920892,21
2495,2018-03-29 20:01:40,18.62,4866761290278198714,11
1974,2018-03-30 05:38:41,4.91,4159836738768855913,18
400,2018-03-30 06:01:36,7.55,4027907156459098,59
1862,2018-03-30 08:12:28,12.96,4268491956169254,103
1537,2018-03-30 08:28:18,10.53,4188164051171486,13
457,2018-03-30 12:57:30,6.27,4159836738768855913,33
3106,2018-03-30 15:39:04,19.87,501809222273,33
817,2018-03-30 16:04:04,1.52,4743204091443101526,104
1153,2018-03-30 17:01:55,10.58,4761049645711555811,3
2220,2018-03-30 17:36:58,1.26,3517111172421930,61
2743,2018-03-30 18:46:40,17.2,503842928916,138
507,2018-03-30 21:04:57,3.08,4498002758300,80
274,2018-03-30 22:54:28,6.43,4268491956169254,126
1145,2018-03-30 23:00:32,10.79,4723783028106084756,135
1072,2018-03-31 00:50:30,11.53,3517111172421930,139
1271,2018-03-31 03:26:27,10.46,4711773125020499,53
3042,2018-03-31 04:35:13,16.53,5570600642865857,90
2941,2018-03-31 06:08:07,14.21,4276466390111,87
2435,2018-03-31 08:48:53,3.65,5361779664174555,129
2897,2018-03-31 09:18:18,13.98,5175947111814778,75
2653,2018-03-31 12:54:47,18.59,4743204091443101526,109
909,2018-03-31 16:18:26,11.41,4743204091443101526,30
3335,2018-03-31 17:56:51,2.35,30181963913340,111
3235,2018-03-31 20:12:10,21.04,372414832802279,103
390,2018-03-31 21:50:44,4.22,4962915017023706562,24
179,2018-03-31 22:41:23,6.82,30142966699187,92
1934,2018-03-31 23:13:53,1.56,344119623920892,142
739,2018-04-01 01:48:11,1.71,30078299053512,19
774,2018-04-01 07:17:21,100.0,4319653513507,111
2332,2018-04-01 11:54:51,1.08,675911140852,140
1177,2018-04-01 13:53:19,14.36,213193946980303,40
2669,2018-04-01 15:55:53,18.67,5570600642865857,82
1402,2018-04-01 17:19:09,10.81,4644008655884311378,123
2419,2018-04-01 19:06:02,1.29,3582198969197591,54
2564,2018-04-01 19:59:57,17.75,4711773125020499,83
1930,2018-04-01 20:08:33,4.18,4681896441519,136
2124,2018-04-01 21:08:23,2.62,4319653513507,82
294,2018-04-02 01:50:15,7.08,372414832802279,138
902,2018-04-02 14:52:44,11.24,4539990688484983,42
2616,2018-04-02 18:34:50,17.15,372414832802279,80
1806,2018-04-02 22:19:53,11.15,4644008655884311378,26
386,2018-04-03 01:38:27,5.08,4150721559116778,8
1359,2018-04-03 03:23:37,1077.0,344119623920892,100
1314,2018-04-04 00:47:59,10.28,3561954487988605,38
955,2018-04-04 01:34:45,10.29,5361779664174555,145
518,2018-04-04 06:41:06,6.07,30078299053512,122
1107,2018-04-04 10:11:32,10.56,4150721559116778,102
2466,2018-04-04 12:57:15,16.61,4723783028106084756,53
2471,2018-04-05 01:29:17,16.22,4743204091443101526,124
592,2018-04-05 02:07:01,2.04,3582198969197591,4
2529,2018-04-05 04:38:57,13.83,6011987562414062,57
3195,2018-04-05 06:19:44,17.54,376027549341849,134
460,2018-04-05 12:46:25,5.53,4268491956169254,128
2624,2018-04-05 19:52:03,14.39,30181963913340,93
1604,2018-04-05 22:50:44,11.37,180098539019105,92
3228,2018-04-06 00:53:35,15.8,4268491956169254,26
2225,2018-04-06 02:30:41,1.44,4263694062533017,72
2689,2018-04-06 02:42:53,13.57,5135837688671496,60
629,2018-04-06 13:03:31,1.43,3561954487988605,118
2042,2018-04-06 13:45:51,1.59,584226564303,141
3495,2018-04-06 14:08:53,2.94,4743204091443101526,80
861,2018-04-06 16:57:28,1.02,180098539019105,50
2809,2018-04-06 17:25:52,15.32,4586962917519654607,135
2366,2018-04-06 17:48:38,1.78,4188164051171486,56
2137,2018-04-06 19:58:27,4.44,376027549341849,34
2771,2018-04-07 04:37:00,15.11,5361779664174555,142
3053,2018-04-07 07:18:20,14.8,5297187379298983,23
3412,2018-04-07 08:18:17,2.58,503842928916,120
338,2018-04-07 09:06:38,3.22,4681896441519,124
1389,2018-04-07 09:36:01,10.38,4027907156459098,99
1964,2018-04-07 14:02:37,5.55,30063281385429,59
1642,2018-04-07 15:15:19,10.8,5135837688671496,24
2964,2018-04-07 15:21:18,17.64,4279104135293225293,65
396,2018-04-07 16:40:23,6.5,675911140852,122
1750,2018-04-07 20:28:00,10.92,376027549341849,20
2243,2018-04-08 04:28:30,3.79,5500708021555307,71
398,2018-04-08 05:03:56,7.18,4279104135293225293,50
1341,2018-04-08 06:03:50,1063.0,4319653513507,16
1251,2018-04-08 07:06:20,11.73,3561954487988605,83
327,2018-04-08 09:08:35,4.34,4279104135293225293,71
1662,2018-04-08 09:46:08,10.53,5175947111814778,65
1508,2018-04-08 11:31:27,11.26,675911140852,108
2129,2018-04-08 14:37:51,4.58,5297187379298983,105
1944,2018-04-08 16:34:54,1.49,3535651398328201,109
1113,2018-04-08 18:03:55,10.15,372414832802279,84
1130,2018-04-08 18:14:22,10.06,4319653513507,96
220,2018-04-08 18:49:37,8.07,5361779664174555,74
3460,2018-04-08 20:15:13,1.21,3561072557118696,37
2873,2018-04-08 21:13:01,16.24,4711773125020499,124
1312,2018-04-08 21:40:55,10.14,30063281385429,26
3184,2018-04-09 02:20:29,17.81,4165305432349489280,78
1427,2018-04-09 04:09:54,10.01,3535651398328201,54
3190,2018-04-09 04:21:58,16.43,4723783028106084756,107
2675,2018-04-09 06:41:33,21.02,5175947111814778,50
3020,2018-04-09 07:08:11,17.73,4150721559116778,61
2320,2018-04-09 08:30:25,1.99,4539990688484983,124
3423,2018-04-09 10:24:32,283.0,4761049645711555811,50
600,2018-04-09 10:33:41,1.91,30063281385429,76
