Student ID,student_name,gender,grade,school_name,reading_score,math_score
2012,Darius Harris,M,9th,Huang High School,67,96
2013,Amanda Wheeler,F,12th,Huang High School,84,57
2014,Alison Robinson,F,11th,Huang High School,67,61
2015,Tammie Rose,F,10th,Huang High School,76,72
2016,Donald Williams,M,9th,Huang High School,94,83
2017,Jacqueline Hammond,F,11th,Huang High School,96,70
2018,Cheryl Brown,F,9th,Huang High School,77,64
2019,Crystal Bright,F,10th,Huang High School,88,70
2020,Tiffany Peterson,F,9th,Huang High School,76,57
2021,Natalie Lee,F,9th,Huang High School,99,80
2022,Bianca Holland,F,10th,Huang High School,96,57
2023,Amanda Snow,F,11th,Huang High School,88,59
2024,Hannah Lynch,F,9th,Huang High School,74,70
2025,Leslie Guzman,F,11th,Huang High School,95,56
2026,Cody Mcdonald,M,11th,Huang High School,88,85
2027,Mitchell Holmes,M,11th,Huang High School,78,60
2028,Donna Robinson MD,F,11th,Huang High School,88,58
2029,Deanna Garcia,F,9th,Huang High School,99,61
2030,Evelyn Boyd,F,9th,Huang High School,82,58
2031,Joyce Henderson,F,10th,Huang High School,73,87
2032,Cameron Mcintosh,M,11th,Huang High School,87,57
2033,Stephanie Lang,F,11th,Huang High School,97,75
2034,Gary Harper,M,9th,Huang High School,95,61
2035,Mrs. Dawn Olson DDS,F,11th,Huang High School,73,76
2036,Mr. Dustin Glover,M,11th,Huang High School,90,57
2037,Jennifer Hogan,F,9th,Huang High School,64,62
2038,Kevin Miller,M,9th,Huang High School,77,73
2039,Nathan Ayers,M,9th,Huang High School,91,88
2040,Amanda Oneill,F,11th,Huang High School,88,75
2041,Amanda Davis,F,12th,Huang High School,97,97
2042,Patricia Calderon,F,10th,Huang High School,95,97
2043,Jill Wilson,F,10th,Huang High School,73,91
2044,Richard Swanson,M,9th,Huang High School,86,91
2045,Traci Holt,F,10th,Huang High School,69,76
2046,Kelly Smith,F,9th,Huang High School,99,61
2047,Judith Nelson,F,10th,Huang High School,77,89
2048,Robert Smith,M,11th,Huang High School,83,62
2049,Alexis French MD,F,10th,Huang High School,90,67
2050,Samantha Parker,F,12th,Huang High School,90,93
2051,Danny Davis,M,10th,Huang High School,64,73
2052,Zachary Brady,M,9th,Huang High School,89,68
2053,Amy Higgins,F,9th,Huang High School,71,89
2054,Thomas Rosario,M,11th,Huang High School,96,96
2055,Lisa Guerrero MD,F,10th,Huang High School,95,63
2056,Jason Simmons,M,9th,Huang High School,89,72
2057,William Graves,M,9th,Huang High School,87,56
2058,Alicia Gallagher,F,10th,Huang High School,82,75
2059,Kathryn Vance,F,10th,Huang High School,98,89
2060,Christina Carrillo,F,12th,Huang High School,68,91
2061,Sierra Adams,F,12th,Huang High School,78,94
2062,Michelle Palmer,F,9th,Huang High School,86,64
2063,Danielle Flores,F,9th,Huang High School,89,93
2064,Kristin Davila,F,9th,Huang High School,92,61
2065,Sharon Sherman,F,11th,Huang High School,83,77
2066,Joshua Lam,M,9th,Huang High School,72,84
2067,Jeffrey Martin,M,9th,Huang High School,77,90
2068,Sheila Green,F,10th,Huang High School,68,71
2069,Elizabeth Whitaker,F,9th,Huang High School,92,78
2070,Juan Costa,M,9th,Huang High School,89,67
2071,Diana Davis,F,12th,Huang High School,83,97
2072,Pamela Rowland,F,11th,Huang High School,87,64
2073,Jessica Jenkins,F,12th,Huang High School,85,71
2074,Traci Chavez,F,9th,Huang High School,97,66
2075,Kurt Parker,M,12th,Huang High School,86,82
2076,Brian Lyons,M,12th,Huang High School,73,92
2077,David Nguyen DVM,M,9th,Huang High School,82,63
2078,Kevin Perry,M,9th,Huang High School,72,79
2079,Rachel English,F,11th,Huang High School,95,63
2080,Carlos Torres,M,11th,Huang High School,71,84
2081,Michael Bailey,M,11th,Huang High School,66,80
2082,Patricia Hunter,F,9th,Huang High School,79,66
2083,Caitlin Lee,F,11th,Huang High School,78,61
2084,Courtney Hicks,F,9th,Huang High School,89,72
2085,Charles Lane,M,10th,Huang High School,64,75
2086,Anthony Wright,M,11th,Huang High School,92,95
2087,James Bruce,M,12th,Huang High School,91,86
2088,William Washington Jr.,M,11th,Huang High School,64,59
2089,Kelsey Lin,F,12th,Huang High School,80,76
2090,Kelsey Cruz,F,10th,Huang High School,93,83
2091,Joshua Campbell,M,9th,Huang High School,86,76
2092,Michael Smith,M,11th,Huang High School,99,71
2093,Jeremy Bird,M,12th,Huang High School,97,83
2094,Candace Buchanan,F,11th,Huang High School,80,59
2095,Joy Gutierrez,F,10th,Huang High School,89,58
2096,Michael Hunter,M,10th,Huang High School,80,60
2097,Tammy Thomas,F,12th,Huang High School,71,60
2098,Michael Ruiz,M,10th,Huang High School,86,65
2099,Alan Mccoy,M,12th,Huang High School,86,65
2100,Valerie Ray,F,12th,Huang High School,99,55
2101,Patrick Barrett,M,11th,Huang High School,78,75
2102,Frederick Wagner,M,9th,Huang High School,91,95
2103,Steven Jackson,M,9th,Huang High School,79,79
2104,Jeremy Fisher,M,11th,Huang High School,65,87
2105,Tasha Garcia,F,11th,Huang High School,87,98
2106,Eric Kaufman,M,11th,Huang High School,91,61
2107,David Smith,M,10th,Huang High School,88,65
2108,Gregory Patterson,M,11th,Huang High School,92,85
2109,Peter Richards,M,11th,Huang High School,95,94
2110,Thomas Smith,M,11th,Huang High School,82,76
2111,Ryan Barnes,M,12th,Huang High School,74,68
2112,Kyle Cannon,M,11th,Huang High School,81,79
2113,Jessica Gomez,F,12th,Huang High School,84,68
2114,Eric Nichols,M,9th,Huang High School,94,70
2115,Julie Patterson MD,F,9th,Huang High School,94,82
2116,Shawn Dougherty,M,10th,Huang High School,76,80
2117,Eileen Terry,F,12th,Huang High School,96,89
2118,Nicole Barnes,F,12th,Huang High School,75,65
2119,Pamela Perry,F,10th,Huang High School,81,59
2120,Susan Wright,F,10th,Huang High School,91,98
2121,Mr. James Kelly,M,10th,Huang High School,74,92
2122,Jason Lopez,M,9th,Huang High School,92,83
2123,Nancy Barnes,F,11th,Huang High School,67,80
2124,Veronica Carter,F,12th,Huang High School,89,62
2125,Jessica Brooks,F,10th,Huang High School,75,88
2126,Courtney Ayala,F,9th,Huang High School,77,97
2127,Jared Dunn,M,12th,Huang High School,88,74
2128,Dylan Allison,M,9th,Huang High School,69,61
2129,Dr. Robert Martin,M,10th,Huang High School,73,61
2130,Traci Horton,F,12th,Huang High School,80,76
2131,John Torres,M,9th,Huang High School,92,71
2132,Susan Crawford,F,12th,Huang High School,96,61
2133,Amy Kim,F,12th,Huang High School,83,57
2134,Mathew Harris,M,11th,Huang High School,96,69
2135,Stephen Choi,M,10th,Huang High School,94,82
2136,Anthony Williams,M,9th,Huang High School,71,60
2137,Joseph Lewis,M,12th,Huang High School,85,87
2138,Amanda Valencia,F,9th,Huang High School,82,79
2139,Larry Franco,M,9th,Huang High School,73,62
2140,Mark Moore,M,10th,Huang High School,84,69
2141,Dominique Walker,F,12th,Huang High School,88,98
2142,Jose Torres,M,12th,Huang High School,89,88
2143,Samantha Frazier,F,11th,Huang High School,99,80
2144,Cynthia Cooper,F,9th,Huang High School,78,95
2145,William Flowers,M,12th,Huang High School,80,93
2146,Kathleen Foster,F,11th,Huang High School,99,64
2147,Jessica Green,F,12th,Huang High School,66,92
2148,Sarah Cummings,F,12th,Huang High School,74,87
2149,Sarah Evans,F,12th,Huang High School,77,80
2150,Andrea Gibson,F,10th,Huang High School,87,67
2151,Samuel Freeman,M,11th,Huang High School,73,79
2152,Ruben Bennett,M,10th,Huang High School,84,55
2153,James Webster,M,10th,Huang High School,72,91
2154,Tamara Carey,F,10th,Huang High School,79,93
2155,Jesse Jimenez,M,9th,Huang High School,86,97
2156,Jane Phillips,F,12th,Huang High School,70,86
2157,John Haynes,M,12th,Huang High School,95,76
2158,Denise Vazquez,F,10th,Huang High School,79,67
2159,Darlene Thomas PhD,F,10th,Huang High School,90,74
2160,Mr. Juan Jenkins,M,9th,Huang High School,83,68
2161,Dennis Wheeler,M,12th,Huang High School,63,78
2162,Ronald Sanchez,M,9th,Huang High School,76,56
2163,Teresa Mason,F,11th,Huang High School,96,78
2164,Jeffrey Ruiz,M,12th,Huang High School,72,58
2165,Daniel Anderson,M,12th,Huang High School,80,83
2166,Jesse Reed,M,12th,Huang High School,75,79
2167,Sandra Duncan,F,12th,Huang High School,89,87
2168,Zachary Thompson,M,12th,Huang High School,82,96
2169,Tiffany Campos,F,9th,Huang High School,90,63
2170,Tara Castaneda,F,11th,Huang High School,70,96
2171,Crystal Cole,F,12th,Huang High School,90,81
2172,Stacey Boyer,F,11th,Huang High School,84,87
2173,Joel Franco,M,9th,Huang High School,74,96
2174,Austin Smith,M,10th,Huang High School,71,81
2175,Mary Harrington,F,9th,Huang High School,86,61
2176,Wesley Adkins,M,11th,Huang High School,87,82
2177,Harold Walker,M,10th,Huang High School,82,63
2178,Melanie Crosby,F,12th,Huang High School,86,55
2179,Bryan Thompson,M,10th,Huang High School,67,95
2180,Nicholas Lopez,M,11th,Huang High School,89,81
2181,Stephanie Wells,F,10th,Huang High School,93,79
2182,Amy Robbins,F,11th,Huang High School,81,61
2183,Robert Williams,M,11th,Huang High School,90,71
2184,Michele Bowman,F,10th,Huang High School,66,65
2185,Sheila Sharp,F,12th,Huang High School,90,91
2186,Kyle Harding,M,9th,Huang High School,76,95
2187,Jordan Jones,M,9th,Huang High School,75,90
2188,Tiffany Williams,F,12th,Huang High School,89,57
2189,Mariah Kelly,F,10th,Huang High School,67,57
2190,John Watson,M,10th,Huang High School,81,80
2191,Judith Gomez,F,12th,Huang High School,82,84
2192,Kyle Spencer,M,11th,Huang High School,81,90
2193,Jonathan Owens,M,11th,Huang High School,66,89
2194,Amanda Flores,F,11th,Huang High School,88,86
2195,Darrell Lozano,M,12th,Huang High School,72,96
2196,Madison Shaffer,F,10th,Huang High School,90,61
2197,Tristan King,M,9th,Huang High School,71,57
2198,Taylor Mendez,M,12th,Huang High School,70,60
2199,Mr. Juan Bryant II,M,10th,Huang High School,98,84
2200,Jared Long,M,11th,Huang High School,97,74
2201,Shannon Martinez,F,9th,Huang High School,98,85
2202,Alex Huynh,M,11th,Huang High School,80,69
2203,Melissa Jones,F,11th,Huang High School,93,91
2204,Jeremy Murray,M,9th,Huang High School,63,58
2205,Mr. Matthew Coleman,M,9th,Huang High School,77,91
2206,Aaron Foster,M,12th,Huang High School,82,89
2207,Lauren Taylor,F,11th,Huang High School,93,94
2208,Charles Williams,M,11th,Huang High School,82,63
2209,Jessica Gibson,F,12th,Huang High School,64,61
2210,Robert Franklin,M,12th,Huang High School,75,98
2211,Samuel Jones,M,9th,Huang High School,76,96
2212,Jason Anderson,M,9th,Huang High School,99,56
2213,Amanda Freeman,F,9th,Huang High School,68,72
2214,Kyle Howard,M,11th,Huang High School,77,56
2215,Lisa Johnson,F,11th,Huang High School,89,78
2216,Bonnie Hammond MD,F,10th,Huang High School,95,75
2217,Corey Thompson,M,9th,Huang High School,71,57
2218,James Castaneda,M,11th,Huang High School,86,99
2219,Christopher Brown,M,10th,Huang High School,71,96
2220,Kelsey Shelton,F,10th,Huang High School,96,76
2221,Shannon Harris,F,11th,Huang High School,64,98
2222,Laura Bryant,F,10th,Huang High School,70,78
2223,Mindy Foley,F,9th,Huang High School,71,55
2224,David Burns,M,12th,Huang High School,78,89
2225,Marie Smith,F,11th,Huang High School,72,86
2226,Melissa Wilson,F,11th,Huang High School,79,61
2227,Kristina Reid,F,11th,Huang High School,98,63
2228,Daniel Perez,M,9th,Huang High School,63,92
2229,Lawrence Horn,M,12th,Huang High School,85,70
2230,Michael Garcia,M,11th,Huang High School,67,55
2231,Eric West,M,10th,Huang High School,84,62
2232,Joshua Shepard,M,9th,Huang High School,67,56
2233,Mary Duran,F,11th,Huang High School,95,84
2234,Michael Mack,M,9th,Huang High School,74,95
2235,Jordan Duncan,M,9th,Huang High School,71,96
2236,Mary Cook,F,10th,Huang High School,83,67
2237,Kathleen Harris DDS,F,11th,Huang High School,71,56
2238,John Young,M,10th,Huang High School,83,57
2239,Charles Howard,M,11th,Huang High School,87,99
2240,Tanya Donaldson,F,9th,Huang High School,96,75
2241,Nathan Ball,M,11th,Huang High School,68,70
2242,John Clark,M,11th,Huang High School,68,93
2243,Melissa Wilson,F,9th,Huang High School,65,60
2244,Larry Hernandez,M,9th,Huang High School,92,60
2245,Matthew Jordan,M,11th,Huang High School,97,57
2246,Melissa Whitney,F,11th,Huang High School,92,60
2247,Keith Griffin,M,9th,Huang High School,91,70
2248,Benjamin Rivera,M,10th,Huang High School,75,94
2249,Travis Sutton,M,10th,Huang High School,86,79
2250,Ashlee Keller,F,9th,Huang High School,99,69
2251,Shari Marshall,F,12th,Huang High School,74,88
2252,Dillon Le,M,10th,Huang High School,69,95
2253,Patricia Sanders,F,10th,Huang High School,84,94
2254,Cynthia Ferguson,F,11th,Huang High School,68,63
2255,Matthew Reynolds,M,10th,Huang High School,89,76
2256,Jennifer Lowe,F,10th,Huang High School,66,75
2257,Joseph Wilson,M,9th,Huang High School,87,87
2258,Jared Hart,M,9th,Huang High School,93,98
2259,Kenneth Marshall,M,10th,Huang High School,81,91
2260,Harold Conrad,M,10th,Huang High School,91,64
2261,Amanda Nelson,F,11th,Huang High School,67,75
2262,Kimberly Underwood,F,9th,Huang High School,85,78
2263,Julie Tucker,F,11th,Huang High School,79,63
2264,Dana Cook,F,11th,Huang High School,63,99
2265,Robin Ellis,F,10th,Huang High School,65,93
2266,Steven Velez DDS,M,12th,Huang High School,70,62
2267,Christine Haynes,F,12th,Huang High School,70,63
2268,Matthew Ryan,M,9th,Huang High School,64,80
2269,Beth Hendricks,F,10th,Huang High School,66,99
2270,Teresa Holmes,F,12th,Huang High School,87,98
2271,Brian Richardson,M,11th,Huang High School,71,96
2272,Kevin Fuller,M,12th,Huang High School,69,81
2273,Tiffany Guzman,F,9th,Huang High School,84,91
2274,Roberto Cox,M,10th,Huang High School,72,89
2275,Alexander Delgado,M,10th,Huang High School,75,66
2276,Caitlyn Smith,F,9th,Huang High School,82,56
2277,Michael Pittman,M,11th,Huang High School,99,80
2278,Alexander Gonzalez,M,9th,Huang High School,91,94
2279,Lisa Foster,F,12th,Huang High School,73,87
2280,Gerald Shaw,M,11th,Huang High School,64,62
2281,Frank King,M,10th,Huang High School,96,99
2282,Paul Mercado,M,10th,Huang High School,94,65
2283,Bobby Larson,M,11th,Huang High School,83,82
2284,Samantha Fitzpatrick,F,12th,Huang High School,97,66
2285,Tammy Cruz DDS,F,9th,Huang High School,91,96
2286,Dr. Marie Williams,F,11th,Huang High School,95,77
2287,Taylor Schaefer,F,11th,Huang High School,70,84
2288,Nichole Schultz,F,12th,Huang High School,92,85
2289,Olivia Mosley,F,10th,Huang High School,93,59
2290,Anthony Fox,M,12th,Huang High School,91,78
2291,Brittany Moreno,F,12th,Huang High School,89,89
2292,Carol Garrison,F,9th,Huang High School,85,72
2293,Alejandro Jones,M,12th,Huang High School,72,68
2294,Erin Soto,F,9th,Huang High School,97,91
2295,Sandra Garcia,F,10th,Huang High School,83,96
2296,Lori Harris,F,11th,Huang High School,91,69
2297,Angela Sanchez,F,11th,Huang High School,66,77
2298,Jessica Williams,F,10th,Huang High School,63,75
2299,Patrick Fisher,M,9th,Huang High School,90,75
2300,Richard Wilson,M,11th,Huang High School,86,63
2301,David Smith,M,11th,Huang High School,78,61
2302,Kenneth Paul Jr.,M,11th,Huang High School,82,82
2303,Nathaniel Mathis,M,12th,Huang High School,92,56
2304,Bailey Buchanan,F,12th,Huang High School,71,99
2305,Jacqueline Green,F,10th,Huang High School,75,62
2306,Raymond Dawson,M,9th,Huang High School,92,66
2307,Holly Chan,F,12th,Huang High School,92,84
2308,Taylor Perez,F,9th,Huang High School,69,95
2309,Christian Hernandez,M,9th,Huang High School,69,61
2310,Debra Ramos,F,9th,Huang High School,83,69
2311,Timothy Chapman,M,12th,Huang High School,84,59
2312,Tyrone Benson,M,10th,Huang High School,92,67
2313,Joseph Douglas,M,9th,Huang High School,63,79
2314,Michaela Hall,F,12th,Huang High School,97,60
2315,Michele Mcgrath,F,10th,Huang High School,92,82
2316,Marvin Sawyer,M,11th,Huang High School,64,75
2317,Jorge Romero,M,10th,Huang High School,66,62
2318,Daniel Salazar,M,12th,Huang High School,96,72
2319,Kristin Morgan,F,12th,Huang High School,97,81
2320,Mr. Jose Morris,M,11th,Huang High School,74,73
2321,Dennis Dunn,M,11th,Huang High School,77,75
2322,Alexandria Hartman,F,9th,Huang High School,99,69
2323,Richard Blackwell,M,11th,Huang High School,68,56
2324,Phillip Walker,M,9th,Huang High School,94,62
2325,Dana Washington,F,10th,Huang High School,99,57
2326,Brittney May,F,12th,Huang High School,81,69
2327,Emily Molina,F,10th,Huang High School,80,74
2328,Shawn Santos,M,12th,Huang High School,82,72
2329,Ryan Carpenter,M,12th,Huang High School,99,81
2330,Daniel Jackson,M,9th,Huang High School,65,79
2331,Terry Pope,F,11th,Huang High School,93,63
2332,Thomas Smith,M,9th,Huang High School,80,93
2333,Jerry Brown,M,10th,Huang High School,64,93
2334,Chad Dawson,M,10th,Huang High School,82,77
2335,Amber Yates,F,11th,Huang High School,64,96
2336,Robert Williams,M,12th,Huang High School,87,94
2337,Charles Washington,M,10th,Huang High School,75,66
2338,Rebecca Davis,F,10th,Huang High School,71,97
2339,Stacey Henderson,F,10th,Huang High School,85,81
2340,Elizabeth Stuart,F,10th,Huang High School,74,91
2341,Bryan Hansen,M,12th,Huang High School,68,86
2342,Keith Stokes,M,10th,Huang High School,83,57
2343,Melissa Ross,F,9th,Huang High School,81,71
2344,Jason Flores,M,12th,Huang High School,73,97
2345,Jennifer Rogers,F,9th,Huang High School,84,61
2346,Amber Kramer,F,9th,Huang High School,77,94
2347,Veronica Lester,F,11th,Huang High School,91,65
2348,Joseph Fleming,M,10th,Huang High School,67,74
2349,Joseph Reynolds,M,10th,Huang High School,79,89
2350,Jose Alvarez,M,11th,Huang High School,82,58
2351,Tony Chan,M,10th,Huang High School,82,66
2352,Scott Rivers III,M,12th,Huang High School,74,60
2353,Tammy Hayes,F,12th,Huang High School,98,83
2354,Danny Sanford,M,10th,Huang High School,97,92
2355,Melissa Rodriguez MD,F,12th,Huang High School,64,95
2356,Scott Hunter,M,11th,Huang High School,84,75
2357,Devin Love,M,9th,Huang High School,63,96
2358,Ronald Ayala,M,9th,Huang High School,63,84
2359,Bethany Mcdonald,F,11th,Huang High School,98,81
2360,Amanda Norman,F,9th,Huang High School,64,90
2361,Kathryn David,F,11th,Huang High School,67,95
2362,Brian Daniels,M,12th,Huang High School,75,76
2363,Lindsey Bennett,F,10th,Huang High School,91,90
2364,Christine Bass,F,11th,Huang High School,92,97
2365,Ashley Young,F,11th,Huang High School,82,74
2366,Louis Little,M,12th,Huang High School,85,81
2367,Michael Casey,M,11th,Huang High School,64,87
2368,Amy Davis,F,9th,Huang High School,89,65
2369,Tracey Anderson,F,10th,Huang High School,93,70
2370,Mary Boyd,F,12th,Huang High School,82,58
2371,Linda Gross,F,11th,Huang High School,78,93
2372,James Wilson,M,12th,Huang High School,73,72
2373,Ryan Vaughn,M,12th,Huang High School,97,93
2374,Emily Sullivan,F,12th,Huang High School,65,93
2375,Scott Simpson,M,9th,Huang High School,67,72
2376,Wesley Klein,M,12th,Huang High School,69,61
2377,Robin Jackson,F,9th,Huang High School,80,60
2378,Mark Mayer,M,11th,Huang High School,99,65
2379,Kevin Rogers,M,10th,Huang High School,90,73
2380,Kenneth Woodard,M,9th,Huang High School,93,71
2381,Jennifer Colon,F,11th,Huang High School,77,61
2382,Yolanda Jordan,F,11th,Huang High School,63,60
2383,Adam Gonzales,M,11th,Huang High School,79,66
2384,Kathy Marshall,F,10th,Huang High School,81,72
2385,Cynthia Molina,F,11th,Huang High School,88,70
2386,Nathan Allen,M,9th,Huang High School,88,82
2387,Melissa Carlson,F,10th,Huang High School,96,64
2388,Rachel Long,F,9th,Huang High School,83,75
2389,Brian Hernandez,M,11th,Huang High School,96,67
2390,Lucas Hernandez,M,10th,Huang High School,68,70
2391,Tyler Brennan,M,12th,Huang High School,69,68
2392,Jacqueline Lopez,F,9th,Huang High School,67,66
2393,Rebecca Castillo,F,9th,Huang High School,94,63
2394,Christina Parrish,F,9th,Huang High School,92,62
2395,Daryl Macias,M,12th,Huang High School,90,85
2396,Emma Owen,F,12th,Huang High School,72,75
2397,Robert Byrd,M,12th,Huang High School,71,83
2398,Michael Foley,M,12th,Huang High School,68,67
2399,Anthony Bailey,M,10th,Huang High School,68,74
2400,Rebecca Jones,F,9th,Huang High School,98,65
2401,Rebecca Schroeder,F,9th,Huang High School,91,90
2402,Geoffrey Ortiz MD,M,9th,Huang High School,82,92
2403,Katrina Jackson,F,10th,Huang High School,70,57
2404,Steven Solomon,M,9th,Huang High School,63,97
2405,Barbara Ramos,F,9th,Huang High School,71,91
2406,David Armstrong,M,9th,Huang High School,78,95
2407,Brandon Tucker,M,9th,Huang High School,75,70
2408,Valerie Garcia,F,12th,Huang High School,93,96
2409,Rachael Lopez,F,9th,Huang High School,72,71
2410,Julia Schmidt,F,9th,Huang High School,74,58
2411,Barbara Brown,F,9th,Huang High School,93,87
2412,Bryce Nguyen,M,10th,Huang High School,75,82
2413,Roger Olsen,M,9th,Huang High School,87,85
2414,Mark Harmon,M,12th,Huang High School,65,99
2415,Evan Livingston,M,11th,Huang High School,76,59
2416,Vickie Keller,F,12th,Huang High School,73,88
2417,Isabella Perry,F,11th,Huang High School,67,69
2418,Anita Johnson,F,9th,Huang High School,78,88
2419,Karen Brown,F,12th,Huang High School,87,93
2420,Kimberly Davidson,F,12th,Huang High School,74,96
2421,Joel Watkins,M,10th,Huang High School,75,72
2422,Jon George,M,11th,Huang High School,96,81
2423,William Jackson,M,9th,Huang High School,71,92
2424,Juan Cole,M,11th,Huang High School,98,75
2425,Mark Aguirre,M,9th,Huang High School,85,65
2426,Javier Smith,M,11th,Huang High School,83,80
2427,James Martinez,M,10th,Huang High School,92,95
2428,John Miller,M,12th,Huang High School,88,79
2429,Christopher Potter,M,11th,Huang High School,64,79
2430,Jeffrey Brown,M,11th,Huang High School,68,59
2431,Regina Reed,F,11th,Huang High School,85,95
2432,Tonya Stout,F,10th,Huang High School,84,72
2433,Samuel Thomas,M,11th,Huang High School,83,66
2434,Julie Roberts,F,9th,Huang High School,70,71
2435,Christina Clark,F,9th,Huang High School,90,64
2436,Robert Combs,M,10th,Huang High School,80,96
2437,Alexis Jimenez,F,10th,Huang High School,71,76
2438,Luis Palmer,M,10th,Huang High School,98,94
2439,Stephanie Clark,F,10th,Huang High School,97,77
2440,Amy Smith,F,9th,Huang High School,68,99
2441,Seth Baldwin,M,9th,Huang High School,80,92
2442,Jessica Gray,F,9th,Huang High School,96,94
2443,Tim Lewis,M,12th,Huang High School,75,58
2444,Benjamin Hicks,M,10th,Huang High School,68,94
2445,Deborah Jordan,F,10th,Huang High School,81,62
2446,Anita Benitez,F,11th,Huang High School,81,86
2447,Jill Santiago,F,10th,Huang High School,82,94
2448,Rachael Vaughn,F,9th,Huang High School,78,76
2449,Matthew Stewart MD,M,12th,Huang High School,67,85
2450,Trevor Snyder,M,12th,Huang High School,77,66
2451,Sally Pitts,F,12th,Huang High School,85,80
2452,Gloria Joseph,F,12th,Huang High School,71,56
2453,Joshua Jones,M,9th,Huang High School,72,99
2454,Brooke Wells,F,10th,Huang High School,92,61
2455,Matthew Perez,M,12th,Huang High School,86,94
2456,Caitlyn Chavez,F,9th,Huang High School,64,77
2457,Pamela Valentine,F,9th,Huang High School,96,74
2458,Jeremiah Howard,M,10th,Huang High School,89,69
2459,Diana Atkinson,F,11th,Huang High School,84,78
2460,Stephen Zamora,M,9th,Huang High School,73,83
2461,James Burns,M,11th,Huang High School,98,74
2462,Calvin Orozco,M,12th,Huang High School,78,57
2463,Jeffrey Rice,M,9th,Huang High School,84,67
2464,Anthony Silva,M,10th,Huang High School,93,75
2465,Levi Watson,M,9th,Huang High School,95,81
2466,Amber Cruz,F,10th,Huang High School,97,59
2467,Suzanne Wilson,F,9th,Huang High School,66,83
2468,Karina Stout,F,9th,Huang High School,70,68
2469,Richard Morales,M,11th,Huang High School,97,98
2470,Michael Medina,M,11th,Huang High School,87,87
2471,Andrew Raymond,M,11th,Huang High School,96,60
2472,Andrew Morris,M,9th,Huang High School,81,82
2473,Daniel Johnson,M,12th,Huang High School,66,61
2474,William Woods,M,11th,Huang High School,81,73
2475,Laura Gross,F,10th,Huang High School,78,63
2476,Christine Mullen,F,12th,Huang High School,70,83
2477,Lucas Smith,M,11th,Huang High School,92,70
2478,Katherine Braun,F,12th,Huang High School,85,78
2479,Kaitlyn Barr,F,9th,Huang High School,99,77
2480,Michelle Roberts,F,10th,Huang High School,85,88
2481,Jeremiah Jensen,M,10th,Huang High School,80,81
2482,Jordan Reed,M,9th,Huang High School,93,65
2483,Dawn Herrera,F,9th,Huang High School,69,73
2484,David Mitchell,M,12th,Huang High School,79,99
2485,Trevor Mendoza,M,9th,Huang High School,86,59
2486,Angel Stewart,F,11th,Huang High School,95,58
2487,Daniel Smith,M,10th,Huang High School,66,71
2488,Paige Miller,F,9th,Huang High School,84,57
2489,Carlos Bradley,M,10th,Huang High School,92,90
2490,Caroline Vincent,F,10th,Huang High School,89,65
2491,Molly Williams,F,10th,Huang High School,84,82
2492,Jorge Davis,M,10th,Huang High School,95,58
2493,William Garcia,M,9th,Huang High School,72,61
2494,James Estrada,M,10th,Huang High School,92,94
2495,Sarah Waller,F,10th,Huang High School,95,64
2496,Allen Chen,M,10th,Huang High School,86,66
2497,Robert Fisher,M,12th,Huang High School,73,66
2498,Emily Fernandez,F,9th,Huang High School,99,83
2499,Adam Tate,M,11th,Huang High School,98,57
2500,Jose Potts,M,9th,Huang High School,88,55
2501,Teresa Gonzalez,F,12th,Huang High School,91,69
2502,Frank Davis,M,12th,Huang High School,88,87
2503,Catherine Johnson,F,12th,Huang High School,93,81
2504,Jeremy Miller,M,10th,Huang High School,76,99
2505,Terri Torres,F,11th,Huang High School,80,80
2506,Thomas Ortiz,M,10th,Huang High School,84,73
2507,Jasmine Davis,F,10th,Huang High School,71,82
2508,Tonya Ortiz,F,11th,Huang High School,64,68
2509,Timothy Hartman,M,12th,Huang High School,80,69
2510,Kelly Obrien,F,10th,Huang High School,74,77
2511,Charles Taylor,M,10th,Huang High School,75,58
2512,Cheryl Adams,F,12th,Huang High School,96,71
2513,Samantha Bass,F,10th,Huang High School,96,92
2514,Susan Vaughan,F,10th,Huang High School,69,61
2515,Brandon Yates,M,10th,Huang High School,82,94
2516,Thomas Greene,M,10th,Huang High School,69,56
2517,Ernest Joseph,M,11th,Huang High School,90,63
2518,Briana Horton,F,9th,Huang High School,65,55
2519,Steven Humphrey,M,9th,Huang High School,75,91
2520,Austin Lewis,M,9th,Huang High School,85,76
2521,Edgar Hughes,M,12th,Huang High School,89,80
2522,Timothy Perez,M,11th,Huang High School,95,66
2523,Jill Brown,F,12th,Huang High School,97,80
2524,Ashley Hays,F,9th,Huang High School,87,99
2525,Scott Davis,M,11th,Huang High School,82,71
2526,Elizabeth Alvarado,F,10th,Huang High School,84,67
2527,Christopher Benjamin,M,11th,Huang High School,94,92
2528,Laurie Mendez,F,10th,Huang High School,64,68
2529,David Kelly,M,9th,Huang High School,92,59
2530,Kathleen Wright,F,11th,Huang High School,64,65
2531,Jennifer Walsh,F,10th,Huang High School,65,74
2532,George Fisher,M,11th,Huang High School,75,75
2533,Mark Church,M,9th,Huang High School,87,61
2534,Tanya Jones,F,9th,Huang High School,96,65
2535,Michael Sanchez,M,11th,Huang High School,99,79
2536,Kathleen Smith,F,9th,Huang High School,87,91
2537,Brittany Carr,F,11th,Huang High School,76,98
2538,Melanie Jackson,F,10th,Huang High School,68,88
